Owner Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
526099,6.31,7,6,38652,9887508.75
482615,6.25,7,4,30124,8747687.41
459431,6.42,6,4,42803,8291691.59
474705,6.06,8,3,43478,10905404.23
497315,6.04,6,4,30144,8184856.05
344477,6.38,6,2,21182,3148096.7
437444,7.2,8,5,24678,9071428.31
437507,4.8,7,6,38180,6144758.62
459949,6.18,6,4,42528,8899382.66
458178,6.51,7,7,49972,9870076.93
393127,6.43,7,5,46485,7981313.76
496195,6.36,7,5,38627,10835220.41
663635,6.27,5,4,45481,12697978.51
459053,5.95,6,2,41260,7441916.65
423206,6.43,7,6,39182,8961934.94
519337,6.42,6,4,33839,8361607.38
521283,5.87,7,4,35370,9799245.82
403900,7,7,3,60849,11210379.39
527401,5.99,7,6,42151,10786985.23
365351,6.33,7,5,45135,7749545.37
597709,5.73,8,6,45248,13456844.66
553455,5.26,6,3,43834,8832328.61
561799,6.41,5,2,40241,8630949.88
513877,6.07,9,5,28435,11482513.98
483630,5.47,7,3,30622,7143753.33
454363,6.64,9,5,42181,11044946.64
538552,5.95,6,4,23283,6734483
390145,6.58,7,3,32525,7513432.85
588287,6.32,5,2,44711,11263646.24
556661,4.59,8,6,61224,12092172.05
453005,6.57,7,3,37212,10321268.16
525952,7.21,8,5,35515,11431966.7
508242,7.34,7,6,31550,11405420.53
419860,5.37,7,6,33073,6860345.73
458976,5.18,7,4,44057,6499771.46
386750,5.56,6,4,22912,4081117.53
567959,7.73,7,3,34494,11614193.57
513387,3.6,6,3,36957,7275328.69
543361,6.74,6,3,51102,11199978.72
402801,4.79,8,4,46206,7415842.91
369943,5.33,6,4,53629,6160929.88
515578,6.86,5,3,31859,8763115.34
420287,3.99,7,3,50638,4883596.13
450660,5.67,8,5,32228,7527202.13
443226,5.13,8,6,44067,8982062.6
482272,5.82,8,4,43119,8493461.41
399322,4.4,7,2,49759,5557264.79
585998,6.31,8,4,28370,10672352.11
440783,5.29,5,3,24555,3897877.48
397096,6.37,7,6,20471,5708987.2
535948,7.21,7,3,14416,7959420.49
454573,5.09,7,6,34736,7410275.25
366527,5.35,7,3,48662,6798401.68
571221,3.72,6,2,18688,5304037.62
409962,5.6,8,5,53152,9631657.42
394779,5.27,8,5,27647,5238258.97
534506,7.72,5,2,26658,8799711.13
536872,6.59,8,5,18905,10401390.44
450177,5.47,6,3,19420,4872974.82
555100,7.01,8,5,39161,11169644.29
540960,5.97,5,2,37521,7461349.56
327740,5.5,8,6,48952,6421457.98
574560,6.03,7,6,33646,11725862.12
499611,7.01,6,2,29188,9135490.07
431487,7.43,8,5,50036,10924851.7
567630,5.27,7,3,30434,8329869.8
525553,7.64,8,4,56148,14758633.19
500087,7.09,8,5,40167,10330139.54
319277,6.56,8,3,42615,6729480.03
619297,7.42,7,2,45811,13686775.97
524594,7.45,7,6,28978,11384580.69
580818,6.32,7,4,29612,9866073.42
534772,8.11,6,3,36758,11234683.04
611345,5.51,8,6,39996,12218613.19
444948,5.66,7,2,38089,6608227.36
521661,6.04,4,3,39313,6998786.27
513093,4.21,7,4,45214,8825701.01
391860,7.01,5,2,43969,7846603.38
514437,5.78,4,3,30801,7779149.42
585865,7.64,7,5,33114,12154811.27
551208,6.58,7,4,24381,9385388.39
495040,6.41,5,3,19114,5609440.13
378266,8.47,7,3,28696,9270675.26
525322,5.35,8,5,34108,9382407.02
531860,6.58,6,3,40395,10629346.21
562751,8.9,6,4,39548,13374095.35
575575,5.43,8,3,57167,12764488.87
529648,5.79,6,2,54724,9848058.43
501648,6.15,7,6,24110,8426950.7
411607,5.98,7,6,37427,7140671.37
487585,7.72,6,4,32902,8360501.87
438361,5.07,7,3,50986,8483297.69
525819,6.04,7,2,43976,9652565.16
497420,5.72,7,4,34815,8821689.8
460103,6.24,7,3,25574,8379514.08
473466,7.06,6,3,43847,8926002.19
335755,5.69,7,5,46072,6196434.86
369068,5.45,8,6,14802,3356503.92
518714,5.66,8,3,24041,8846043.64
612493,6.4,5,4,40815,10980904.13
487473,5.01,8,6,54056,9672815.46
511427,5.29,6,4,22696,6337484.37
423976,7.83,6,3,22837,7421356.53
549437,7,7,4,25616,10378324.11
443737,7.25,5,2,33266,7215107.06
476007,5.53,7,5,42626,8390598.09
458577,5.99,7,4,46501,9092653.36
